mr,param,original,transformed,difference,percent_change,passed,range_change,range_percent_change,range_passed,severity,status,sample_id,expected_behavior,actual_behavior,epsilon
RainRelation,1.5,-1.630487322807312,-1.632333755493164,0.0018464326858520508,0.11324415268874383,True,0.004883408546447754,0.29950588901119446,True,0.0018464326858520508,PASS,0,Rain should not significantly affect prediction.,Consistent,0.01
RotationRelation,-60.0,-1.630487322807312,-1.6306352615356445,0.00014793872833251953,0.009073277389549429,True,0.0011916160583496094,0.0730833850007543,True,0.00014793872833251953,PASS,0,Small rotation should not significantly change output.,Consistent,0.01
RotationRelation,-30.0,-1.630487322807312,-1.6302597522735596,0.0002275705337524414,0.013957201077074825,True,0.0011916160583496094,0.0730833850007543,True,0.0002275705337524414,PASS,0,Small rotation should not significantly change output.,Consistent,0.01
RotationRelation,0.0,-1.630487322807312,-1.6304876804351807,3.5762786865234375e-07,2.1933789015832625e-05,True,0.0011916160583496094,0.0730833850007543,True,3.5762786865234375e-07,PASS,0,Small rotation should not significantly change output.,Consistent,0.01
RotationRelation,30.0,-1.630487322807312,-1.630621075630188,0.00013375282287597656,0.008203237091921401,True,0.0011916160583496094,0.0730833850007543,True,0.00013375282287597656,PASS,0,Small rotation should not significantly change output.,Consistent,0.01
RotationRelation,60.0,-1.630487322807312,-1.629443645477295,0.0010436773300170898,0.06401010761120488,True,0.0011916160583496094,0.0730833850007543,True,0.0010436773300170898,PASS,0,Small rotation should not significantly change output.,Consistent,0.01
SandstormRelation,0.0,-1.630487322807312,-1.630426049232483,6.127357482910156e-05,0.003757989184712656,True,0.0010771751403808594,0.06606457251568787,True,6.127357482910156e-05,PASS,0,Sandstorm should not significantly affect prediction.,Consistent,0.01
SandstormRelation,0.375,-1.630487322807312,-1.6306382417678833,0.00015091896057128906,0.009256058964681367,True,0.0010771751403808594,0.06606457251568787,True,0.00015091896057128906,PASS,0,Sandstorm should not significantly affect prediction.,Consistent,0.01
SandstormRelation,0.75,-1.630487322807312,-1.6310285329818726,0.0005412101745605469,0.033193134043960036,True,0.0010771751403808594,0.06606457251568787,True,0.0005412101745605469,PASS,0,Sandstorm should not significantly affect prediction.,Consistent,0.01
SandstormRelation,1.125,-1.630487322807312,-1.6315032243728638,0.0010159015655517578,0.062306583330975204,True,0.0010771751403808594,0.06606457251568787,True,0.0010159015655517578,PASS,0,Sandstorm should not significantly affect prediction.,Consistent,0.01
SandstormRelation,1.5,-1.630487322807312,-1.6313940286636353,0.0009067058563232422,0.055609466418140976,True,0.0010771751403808594,0.06606457251568787,True,0.0009067058563232422,PASS,0,Sandstorm should not significantly affect prediction.,Consistent,0.01
SmokeRelation,0.0,-1.630487322807312,-1.630487322807312,0.0,0.0,True,0.0018000602722167969,0.11040007137969086,True,0.0,PASS,0,Smoke should not significantly affect prediction.,Consistent,0.01
SmokeRelation,0.375,-1.630487322807312,-1.6300514936447144,0.00043582916259765625,0.02672997754729469,True,0.0018000602722167969,0.11040007137969086,True,0.00043582916259765625,PASS,0,Smoke should not significantly affect prediction.,Consistent,0.01
SmokeRelation,0.75,-1.630487322807312,-1.6295992136001587,0.0008881092071533203,0.05446890938931768,True,0.0018000602722167969,0.11040007137969086,True,0.0008881092071533203,PASS,0,Smoke should not significantly affect prediction.,Consistent,0.01
SmokeRelation,1.125,-1.630487322807312,-1.6292448043823242,0.001242518424987793,0.07620529430400781,True,0.0018000602722167969,0.11040007137969086,True,0.001242518424987793,PASS,0,Smoke should not significantly affect prediction.,Consistent,0.01
SmokeRelation,1.5,-1.630487322807312,-1.6286872625350952,0.0018000602722167969,0.11040007137969086,True,0.0018000602722167969,0.11040007137969086,True,0.0018000602722167969,PASS,0,Smoke should not significantly affect prediction.,Consistent,0.01
SnowRelation,0.0,-1.630487322807312,-1.630487322807312,0.0,0.0,True,0.0011652708053588867,0.07146759587658796,True,0.0,PASS,0,Snow should not significantly affect prediction.,Consistent,0.01
SnowRelation,0.375,-1.630487322807312,-1.630569577217102,8.225440979003906e-05,0.005044771473641503,True,0.0011652708053588867,0.07146759587658796,True,8.225440979003906e-05,PASS,0,Snow should not significantly affect prediction.,Consistent,0.01
SnowRelation,0.75,-1.630487322807312,-1.6303836107254028,0.00010371208190917969,0.006360798814591461,True,0.0011652708053588867,0.07146759587658796,True,0.00010371208190917969,PASS,0,Snow should not significantly affect prediction.,Consistent,0.01
SnowRelation,1.125,-1.630487322807312,-1.6299163103103638,0.0005710124969482422,0.03502094979527942,True,0.0011652708053588867,0.07146759587658796,True,0.0005710124969482422,PASS,0,Snow should not significantly affect prediction.,Consistent,0.01
SnowRelation,1.5,-1.630487322807312,-1.6294043064117432,0.0010830163955688477,0.06642282440294646,True,0.0011652708053588867,0.07146759587658796,True,0.0010830163955688477,PASS,0,Snow should not significantly affect prediction.,Consistent,0.01
TranslationRelation,0.0,-1.630487322807312,-1.6302905082702637,0.00019681453704833984,0.01207089522171322,True,0.0024808645248413086,0.15215469440283091,True,0.00019681453704833984,PASS,0,Small translation should preserve prediction consistency.,Consistent,0.01
TranslationRelation,20.0,-1.630487322807312,-1.630954623222351,0.0004673004150390625,0.02866015098068796,True,0.0024808645248413086,0.15215469440283091,True,0.0004673004150390625,PASS,0,Small translation should preserve prediction consistency.,Consistent,0.01
TranslationRelation,40.0,-1.630487322807312,-1.6296361684799194,0.0008511543273925781,0.05220241785768165,True,0.0024808645248413086,0.15215469440283091,True,0.0008511543273925781,PASS,0,Small translation should preserve prediction consistency.,Consistent,0.01
TranslationRelation,60.0,-1.630487322807312,-1.6321170330047607,0.0016297101974487305,0.09995227654514927,True,0.0024808645248413086,0.15215469440283091,True,0.0016297101974487305,PASS,0,Small translation should preserve prediction consistency.,Consistent,0.01
TranslationRelation,80.0,-1.630487322807312,-1.631039023399353,0.0005517005920410156,0.03383652518842446,True,0.0024808645248413086,0.15215469440283091,True,0.0005517005920410156,PASS,0,Small translation should preserve prediction consistency.,Consistent,0.01
DarkVisibilityRelation,0.05,-1.630487322807312,-1.6303831338882446,0.00010418891906738281,0.0063900438666125705,True,0.0023270845413208008,0.14272316512602287,True,0.00010418891906738281,PASS,0,Output should not change drastically under visibility degradation.,Consistent,0.01
DarkVisibilityRelation,0.4125,-1.630487322807312,-1.6295100450515747,0.0009772777557373047,0.05993773411726529,True,0.0023270845413208008,0.14272316512602287,True,0.0009772777557373047,PASS,0,Output should not change drastically under visibility degradation.,Consistent,0.01
DarkVisibilityRelation,0.775,-1.630487322807312,-1.628663182258606,0.0018241405487060547,0.11187694650675692,True,0.0023270845413208008,0.14272316512602287,True,0.0018241405487060547,PASS,0,Output should not change drastically under visibility degradation.,Consistent,0.01
DarkVisibilityRelation,1.1375,-1.630487322807312,-1.6280560493469238,0.0024312734603881836,0.14911320899263547,True,0.0023270845413208008,0.14272316512602287,True,0.0024312734603881836,PASS,0,Output should not change drastically under visibility degradation.,Consistent,0.01
DarkVisibilityRelation,1.5,-1.630487322807312,-1.6280710697174072,0.002416253089904785,0.14819198985397047,True,0.0023270845413208008,0.14272316512602287,True,0.002416253089904785,PASS,0,Output should not change drastically under visibility degradation.,Consistent,0.01
TemporalSmoothnessRelation,0.0,-1.630487322807312,-1.63059401512146,0.00010669231414794922,0.0,True,,,,0.00010669231414794922,PASS,0,Predictions should change smoothly across consecutive frames.,Consistent,0.01
BlurRelation,1.0,-1.63059401512146,-1.630642056465149,4.8041343688964844e-05,0.0029462462011381986,True,0.0003161430358886719,0.019388200807490083,True,4.8041343688964844e-05,PASS,1,Blur should not significantly change output.,Consistent,0.01
BlurRelation,8.5,-1.63059401512146,-1.6304939985275269,0.00010001659393310547,0.006133748294677292,True,0.0003161430358886719,0.019388200807490083,True,0.00010001659393310547,PASS,1,Blur should not significantly change output.,Consistent,0.01
BlurRelation,16.0,-1.63059401512146,-1.6305886507034302,5.364418029785156e-06,0.0003289853078194018,True,0.0003161430358886719,0.019388200807490083,True,5.364418029785156e-06,PASS,1,Blur should not significantly change output.,Consistent,0.01
BlurRelation,23.5,-1.63059401512146,-1.6308101415634155,0.0002161264419555664,0.013254452512812789,True,0.0003161430358886719,0.019388200807490083,True,0.0002161264419555664,PASS,1,Blur should not significantly change output.,Consistent,0.01
BlurRelation,31.0,-1.63059401512146,-1.6306350231170654,4.100799560546875e-05,0.0025149099086638716,True,0.0003161430358886719,0.019388200807490083,True,4.100799560546875e-05,PASS,1,Blur should not significantly change output.,Consistent,0.01
BrightnessRelation,0.1,-1.63059401512146,-1.63665771484375,0.006063699722290039,0.3718703703898154,True,0.009612083435058594,0.5894831853354223,True,0.006063699722290039,PASS,1,Output should remain approximately same under localized brightness change.,Consistent,0.01
BrightnessRelation,0.825,-1.63059401512146,-1.6301746368408203,0.00041937828063964844,0.025719340286859012,True,0.009612083435058594,0.5894831853354223,True,0.00041937828063964844,PASS,1,Output should remain approximately same under localized brightness change.,Consistent,0.01
BrightnessRelation,1.55,-1.63059401512146,-1.6272048950195312,0.003389120101928711,0.20784560669567984,True,0.009612083435058594,0.5894831853354223,True,0.003389120101928711,PASS,1,Output should remain approximately same under localized brightness change.,Consistent,0.01
BrightnessRelation,2.275,-1.63059401512146,-1.6270456314086914,0.0035483837127685547,0.21761281494560697,True,0.009612083435058594,0.5894831853354223,True,0.0035483837127685547,PASS,1,Output should remain approximately same under localized brightness change.,Consistent,0.01
BrightnessRelation,3.0,-1.63059401512146,-1.6300971508026123,0.0004968643188476562,0.030471350288694816,True,0.009612083435058594,0.5894831853354223,True,0.0004968643188476562,PASS,1,Output should remain approximately same under localized brightness change.,Consistent,0.01
CompositeRelation,0.1,-1.63059401512146,-1.6306161880493164,2.2172927856445312e-05,0.0013598059389868609,True,0.006009340286254883,0.36853665260391216,True,2.2172927856445312e-05,PASS,1,Prediction should remain approximately consistent under composite transformations.,Consistent,0.01
CompositeRelation,0.44999999999999996,-1.63059401512146,-1.630258321762085,0.000335693359375,0.020587169484876346,True,0.006009340286254883,0.36853665260391216,True,0.000335693359375,PASS,1,Prediction should remain approximately consistent under composite transformations.,Consistent,0.01
CompositeRelation,0.7999999999999999,-1.63059401512146,-1.6341296434402466,0.003535628318786621,0.21683056099145864,True,0.006009340286254883,0.36853665260391216,True,0.003535628318786621,PASS,1,Prediction should remain approximately consistent under composite transformations.,Consistent,0.01
CompositeRelation,1.15,-1.63059401512146,-1.6302752494812012,0.00031876564025878906,0.019549038069090675,True,0.006009340286254883,0.36853665260391216,True,0.00031876564025878906,PASS,1,Prediction should remain approximately consistent under composite transformations.,Consistent,0.01
CompositeRelation,1.5,-1.63059401512146,-1.6281203031539917,0.0024737119674682617,0.1517060916124535,True,0.006009340286254883,0.36853665260391216,True,0.0024737119674682617,PASS,1,Prediction should remain approximately consistent under composite transformations.,Consistent,0.01
ContrastRelation,0.1,-1.63059401512146,-1.630792498588562,0.00019848346710205078,0.012172456389317866,True,0.0005333423614501953,0.032708450381866754,True,0.00019848346710205078,PASS,1,Contrast change should not significantly affect output.,Consistent,0.01
ContrastRelation,1.075,-1.63059401512146,-1.6305862665176392,7.748603820800781e-06,0.00047520100018358033,True,0.0005333423614501953,0.032708450381866754,True,7.748603820800781e-06,PASS,1,Contrast change should not significantly affect output.,Consistent,0.01
ContrastRelation,2.05,-1.63059401512146,-1.6304705142974854,0.00012350082397460938,0.00757397286446445,True,0.0005333423614501953,0.032708450381866754,True,0.00012350082397460938,PASS,1,Contrast change should not significantly affect output.,Consistent,0.01
ContrastRelation,3.025,-1.63059401512146,-1.63055419921875,3.981590270996094e-05,0.0024418020624817826,True,0.0005333423614501953,0.032708450381866754,True,3.981590270996094e-05,PASS,1,Contrast change should not significantly affect output.,Consistent,0.01
ContrastRelation,4.0,-1.63059401512146,-1.6302591562271118,0.00033485889434814453,0.020535993992548882,True,0.0005333423614501953,0.032708450381866754,True,0.00033485889434814453,PASS,1,Contrast change should not significantly affect output.,Consistent,0.01
DarkVisibilityRelation,0.05,-1.63059401512146,-1.635595440864563,0.005001425743103027,0.3067239686569556,True,0.005001544952392578,0.30673127944157386,True,0.005001425743103027,PASS,1,Output should not change drastically under visibility degradation.,Consistent,0.01
DarkVisibilityRelation,0.4125,-1.63059401512146,-1.6330070495605469,0.002413034439086914,0.14798490224178515,True,0.005001544952392578,0.30673127944157386,True,0.002413034439086914,PASS,1,Output should not change drastically under visibility degradation.,Consistent,0.01
DarkVisibilityRelation,0.775,-1.63059401512146,-1.6354000568389893,0.004806041717529297,0.29474159266771116,True,0.005001544952392578,0.30673127944157386,True,0.004806041717529297,PASS,1,Output should not change drastically under visibility degradation.,Consistent,0.01
DarkVisibilityRelation,1.1375,-1.63059401512146,-1.6306116580963135,1.7642974853515625e-05,0.0010819961234949213,True,0.005001544952392578,0.30673127944157386,True,1.7642974853515625e-05,PASS,1,Output should not change drastically under visibility degradation.,Consistent,0.01
DarkVisibilityRelation,1.5,-1.63059401512146,-1.6305938959121704,1.1920928955078125e-07,7.3107846182089286e-06,True,0.005001544952392578,0.30673127944157386,True,1.1920928955078125e-07,PASS,1,Output should not change drastically under visibility degradation.,Consistent,0.01
DustRelation,0.0,-1.63059401512146,-1.63059401512146,0.0,0.0,True,0.0004068613052368164,0.024951707901947076,True,0.0,PASS,1,Dust should not significantly affect prediction.,Consistent,0.01
DustRelation,0.375,-1.63059401512146,-1.63064706325531,5.3048133850097656e-05,0.0032532991551029733,True,0.0004068613052368164,0.024951707901947076,True,5.3048133850097656e-05,PASS,1,Dust should not significantly affect prediction.,Consistent,0.01
DustRelation,0.75,-1.63059401512146,-1.6305570602416992,3.695487976074219e-05,0.0022663432316447677,True,0.0004068613052368164,0.024951707901947076,True,3.695487976074219e-05,PASS,1,Dust should not significantly affect prediction.,Consistent,0.01
DustRelation,1.125,-1.63059401512146,-1.630352258682251,0.00024175643920898438,0.014826271205727708,True,0.0004068613052368164,0.024951707901947076,True,0.00024175643920898438,PASS,1,Dust should not significantly affect prediction.,Consistent,0.01
DustRelation,1.5,-1.63059401512146,-1.6307591199874878,0.00016510486602783203,0.010125436696219367,True,0.0004068613052368164,0.024951707901947076,True,0.00016510486602783203,PASS,1,Dust should not significantly affect prediction.,Consistent,0.01
FogRelation,0.0,-1.63059401512146,-1.6306612491607666,6.723403930664062e-05,0.004123282524669836,True,0.001729726791381836,0.10607948481021155,True,6.723403930664062e-05,PASS,1,Fog should not significantly affect prediction.,Consistent,0.01
FogRelation,0.375,-1.63059401512146,-1.6314404010772705,0.0008463859558105469,0.051906570789283395,True,0.001729726791381836,0.10607948481021155,True,0.0008463859558105469,PASS,1,Fog should not significantly affect prediction.,Consistent,0.01
FogRelation,0.75,-1.63059401512146,-1.6319375038146973,0.0013434886932373047,0.08239254264721463,True,0.001729726791381836,0.10607948481021155,True,0.0013434886932373047,PASS,1,Fog should not significantly affect prediction.,Consistent,0.01
FogRelation,1.125,-1.63059401512146,-1.632232666015625,0.001638650894165039,0.10049404536189993,True,0.001729726791381836,0.10607948481021155,True,0.001638650894165039,PASS,1,Fog should not significantly affect prediction.,Consistent,0.01
FogRelation,1.5,-1.63059401512146,-1.6323909759521484,0.0017969608306884766,0.1102027673348814,True,0.001729726791381836,0.10607948481021155,True,0.0017969608306884766,PASS,1,Fog should not significantly affect prediction.,Consistent,0.01
HazeRelation,0.0,-1.63059401512146,-1.63059401512146,0.0,0.0,True,0.0011210441589355469,0.06875061854963677,True,0.0,PASS,1,Haze should not significantly affect prediction.,Consistent,0.01
HazeRelation,0.375,-1.63059401512146,-1.6303240060806274,0.00027000904083251953,0.016558927160243226,True,0.0011210441589355469,0.06875061854963677,True,0.00027000904083251953,PASS,1,Haze should not significantly affect prediction.,Consistent,0.01
HazeRelation,0.75,-1.63059401512146,-1.6300432682037354,0.0005507469177246094,0.03377582493612525,True,0.0011210441589355469,0.06875061854963677,True,0.0005507469177246094,PASS,1,Haze should not significantly affect prediction.,Consistent,0.01
HazeRelation,1.125,-1.63059401512146,-1.6297574043273926,0.0008366107940673828,0.05130708645059026,True,0.0011210441589355469,0.06875061854963677,True,0.0008366107940673828,PASS,1,Haze should not significantly affect prediction.,Consistent,0.01
HazeRelation,1.5,-1.63059401512146,-1.6294729709625244,0.0011210441589355469,0.06875061854963677,True,0.0011210441589355469,0.06875061854963677,True,0.0011210441589355469,PASS,1,Haze should not significantly affect prediction.,Consistent,0.01
NoiseRelation,0.0,-1.63059401512146,-1.6306062936782837,1.2278556823730469e-05,0.0007530108156755198,True,0.0011135339736938477,0.06829003911868961,True,1.2278556823730469e-05,PASS,1,Noise should not significantly affect prediction.,Consistent,0.01
